id	sheet_id	system	category	element	state	source_sheet	source_rect	sprite_path	size_px	has_alpha	notes
ui_outlines_interactable_outline_subtle_dark_purple_01	UI-03	outlines	vfx	interactable_outline	subtle_dark_purple	res://assets/ui/outlines/sheets/ui_interaction_vfx_sheet_01.png	48,55,278,299	res://assets/ui/outlines/sliced/vfx/ui_outlines_interactable_outline_subtle_dark_purple_01.png	320x320	true	Grid slice from UI-03 using Doc 21 element order
ui_outlines_interactable_outline_active_blue_purple_01	UI-03	outlines	vfx	interactable_outline	active_blue_purple	res://assets/ui/outlines/sheets/ui_interaction_vfx_sheet_01.png	339,37,274,308	res://assets/ui/outlines/sliced/vfx/ui_outlines_interactable_outline_active_blue_purple_01.png	320x320	true	Grid slice from UI-03 using Doc 21 element order
ui_outlines_read_bar_outline_pulsing_01	UI-03	outlines	vfx	read_bar_outline	pulsing	res://assets/ui/outlines/sheets/ui_interaction_vfx_sheet_01.png	663,58,269,293	res://assets/ui/outlines/sliced/vfx/ui_outlines_read_bar_outline_pulsing_01.png	320x320	true	Grid slice from UI-03 using Doc 21 element order
ui_outlines_outpost_material_submit_outline_warm_yellow_01	UI-03	outlines	vfx	outpost_material_submit_outline	warm_yellow	res://assets/ui/outlines/sheets/ui_interaction_vfx_sheet_01.png	957,39,279,308	res://assets/ui/outlines/sliced/vfx/ui_outlines_outpost_material_submit_outline_warm_yellow_01.png	320x320	true	Grid slice from UI-03 using Doc 21 element order
ui_outlines_repaired_safe_outline_white_grey_01	UI-03	outlines	vfx	repaired_safe_outline	white_grey	res://assets/ui/outlines/sheets/ui_interaction_vfx_sheet_01.png	42,356,283,298	res://assets/ui/outlines/sliced/vfx/ui_outlines_repaired_safe_outline_white_grey_01.png	320x320	true	Grid slice from UI-03 using Doc 21 element order
ui_outlines_countdown_warning_outline_red_01	UI-03	outlines	vfx	countdown_warning_outline	red	res://assets/ui/outlines/sheets/ui_interaction_vfx_sheet_01.png	348,362,282,297	res://assets/ui/outlines/sliced/vfx/ui_outlines_countdown_warning_outline_red_01.png	320x320	true	Grid slice from UI-03 using Doc 21 element order
ui_outlines_disabled_outline_grey_01	UI-03	outlines	vfx	disabled_outline	grey	res://assets/ui/outlines/sheets/ui_interaction_vfx_sheet_01.png	661,383,257,292	res://assets/ui/outlines/sliced/vfx/ui_outlines_disabled_outline_grey_01.png	320x320	true	Grid slice from UI-03 using Doc 21 element order
ui_outlines_scanline_texture_thin_01	UI-03	outlines	vfx	scanline_texture	thin	res://assets/ui/outlines/sheets/ui_interaction_vfx_sheet_01.png	958,376,271,287	res://assets/ui/outlines/sliced/vfx/ui_outlines_scanline_texture_thin_01.png	320x320	true	Grid slice from UI-03 using Doc 21 element order
ui_outlines_flowing_edge_light_texture_normal_01	UI-03	outlines	vfx	flowing_edge_light_texture	normal	res://assets/ui/outlines/sheets/ui_interaction_vfx_sheet_01.png	37,666,298,313	res://assets/ui/outlines/sliced/vfx/ui_outlines_flowing_edge_light_texture_normal_01.png	320x320	true	Grid slice from UI-03 using Doc 21 element order
ui_outlines_hold_progress_ring_circular_01	UI-03	outlines	vfx	hold_progress_ring	circular	res://assets/ui/outlines/sheets/ui_interaction_vfx_sheet_01.png	350,667,313,312	res://assets/ui/outlines/sliced/vfx/ui_outlines_hold_progress_ring_circular_01.png	320x320	true	Grid slice from UI-03 using Doc 21 element order
ui_outlines_read_progress_strip_linear_01	UI-03	outlines	vfx	read_progress_strip	linear	res://assets/ui/outlines/sheets/ui_interaction_vfx_sheet_01.png	627,734,297,313	res://assets/ui/outlines/sliced/vfx/ui_outlines_read_progress_strip_linear_01.png	320x320	true	Grid slice from UI-03 using Doc 21 element order
ui_outlines_container_expiring_warning_flare_normal_01	UI-03	outlines	vfx	container_expiring_warning_flare	normal	res://assets/ui/outlines/sheets/ui_interaction_vfx_sheet_01.png	942,657,288,278	res://assets/ui/outlines/sliced/vfx/ui_outlines_container_expiring_warning_flare_normal_01.png	320x320	true	Grid slice from UI-03 using Doc 21 element order
ui_outlines_repair_completed_flash_warm_01	UI-03	outlines	vfx	repair_completed_flash	warm	res://assets/ui/outlines/sheets/ui_interaction_vfx_sheet_01.png	37,940,282,236	res://assets/ui/outlines/sliced/vfx/ui_outlines_repair_completed_flash_warm_01.png	320x320	true	Grid slice from UI-03 using Doc 21 element order
ui_outlines_material_submit_pulse_small_01	UI-03	outlines	vfx	material_submit_pulse	small	res://assets/ui/outlines/sheets/ui_interaction_vfx_sheet_01.png	341,944,290,235	res://assets/ui/outlines/sliced/vfx/ui_outlines_material_submit_pulse_small_01.png	320x320	true	Grid slice from UI-03 using Doc 21 element order
ui_outlines_safe_storage_success_shimmer_normal_01	UI-03	outlines	vfx	safe_storage_success_shimmer	normal	res://assets/ui/outlines/sheets/ui_interaction_vfx_sheet_01.png	679,940,248,228	res://assets/ui/outlines/sliced/vfx/ui_outlines_safe_storage_success_shimmer_normal_01.png	320x320	true	Grid slice from UI-03 using Doc 21 element order
ui_outlines_interaction_interrupted_break_mark_normal_01	UI-03	outlines	vfx	interaction_interrupted_break_mark	normal	res://assets/ui/outlines/sheets/ui_interaction_vfx_sheet_01.png	965,953,266,240	res://assets/ui/outlines/sliced/vfx/ui_outlines_interaction_interrupted_break_mark_normal_01.png	320x320	true	Grid slice from UI-03 using Doc 21 element order
