id	sheet_id	system	category	element	state	source_sheet	source_rect	sprite_path	size_px	has_alpha	notes
ui_extraction_extraction_hold_button_empty_01	UI-07	extraction	button	extraction_hold_button	empty	res://assets/ui/extraction/sheets/ui_extraction_settlement_sheet_01.png	62,47,302,290	res://assets/ui/extraction/sliced/button/ui_extraction_extraction_hold_button_empty_01.png	320x320	true	Grid slice from UI-07 using Doc 21 element order
ui_extraction_extraction_hold_button_progress_25_01	UI-07	extraction	button	extraction_hold_button	progress_25	res://assets/ui/extraction/sheets/ui_extraction_settlement_sheet_01.png	358,47,284,290	res://assets/ui/extraction/sliced/button/ui_extraction_extraction_hold_button_progress_25_01.png	320x320	true	Grid slice from UI-07 using Doc 21 element order
ui_extraction_extraction_hold_button_progress_50_01	UI-07	extraction	button	extraction_hold_button	progress_50	res://assets/ui/extraction/sheets/ui_extraction_settlement_sheet_01.png	652,47,265,291	res://assets/ui/extraction/sliced/button/ui_extraction_extraction_hold_button_progress_50_01.png	320x320	true	Grid slice from UI-07 using Doc 21 element order
ui_extraction_extraction_hold_button_progress_75_01	UI-07	extraction	button	extraction_hold_button	progress_75	res://assets/ui/extraction/sheets/ui_extraction_settlement_sheet_01.png	944,47,245,291	res://assets/ui/extraction/sliced/button/ui_extraction_extraction_hold_button_progress_75_01.png	320x320	true	Grid slice from UI-07 using Doc 21 element order
ui_extraction_extraction_hold_button_progress_full_01	UI-07	extraction	button	extraction_hold_button	progress_full	res://assets/ui/extraction/sheets/ui_extraction_settlement_sheet_01.png	61,342,303,273	res://assets/ui/extraction/sliced/button/ui_extraction_extraction_hold_button_progress_full_01.png	320x320	true	Grid slice from UI-07 using Doc 21 element order
ui_extraction_extraction_state_interrupted_01	UI-07	extraction	state	extraction_state	interrupted	res://assets/ui/extraction/sheets/ui_extraction_settlement_sheet_01.png	357,342,284,275	res://assets/ui/extraction/sliced/state/ui_extraction_extraction_state_interrupted_01.png	320x320	true	Grid slice from UI-07 using Doc 21 element order
ui_extraction_extraction_state_failed_01	UI-07	extraction	state	extraction_state	failed	res://assets/ui/extraction/sheets/ui_extraction_settlement_sheet_01.png	648,343,264,276	res://assets/ui/extraction/sliced/state/ui_extraction_extraction_state_failed_01.png	320x320	true	Grid slice from UI-07 using Doc 21 element order
ui_extraction_extraction_state_success_01	UI-07	extraction	state	extraction_state	success	res://assets/ui/extraction/sheets/ui_extraction_settlement_sheet_01.png	942,343,245,275	res://assets/ui/extraction/sliced/state/ui_extraction_extraction_state_success_01.png	320x320	true	Grid slice from UI-07 using Doc 21 element order
ui_extraction_progress_fill_strip_vertical_green_01	UI-07	extraction	bar	progress_fill_strip	vertical_green	res://assets/ui/extraction/sheets/ui_extraction_settlement_sheet_01.png	64,640,314,287	res://assets/ui/extraction/sliced/bar/ui_extraction_progress_fill_strip_vertical_green_01.png	320x320	true	Grid slice from UI-07 using Doc 21 element order
ui_extraction_progress_fill_strip_horizontal_black_green_01	UI-07	extraction	bar	progress_fill_strip	horizontal_black_green	res://assets/ui/extraction/sheets/ui_extraction_settlement_sheet_01.png	314,628,313,299	res://assets/ui/extraction/sliced/bar/ui_extraction_progress_fill_strip_horizontal_black_green_01.png	320x320	true	Grid slice from UI-07 using Doc 21 element order
ui_extraction_settlement_panel_frame_normal_01	UI-07	extraction	panel	settlement_panel_frame	normal	res://assets/ui/extraction/sheets/ui_extraction_settlement_sheet_01.png	627,628,313,299	res://assets/ui/extraction/sliced/panel/ui_extraction_settlement_panel_frame_normal_01.png	320x320	true	Grid slice from UI-07 using Doc 21 element order
ui_extraction_temporary_backpack_panel_frame_normal_01	UI-07	extraction	panel	temporary_backpack_panel_frame	normal	res://assets/ui/extraction/sheets/ui_extraction_settlement_sheet_01.png	940,628,254,299	res://assets/ui/extraction/sliced/panel/ui_extraction_temporary_backpack_panel_frame_normal_01.png	320x320	true	Grid slice from UI-07 using Doc 21 element order
ui_extraction_warehouse_transfer_panel_frame_normal_01	UI-07	extraction	panel	warehouse_transfer_panel_frame	normal	res://assets/ui/extraction/sheets/ui_extraction_settlement_sheet_01.png	28,976,314,275	res://assets/ui/extraction/sliced/panel/ui_extraction_warehouse_transfer_panel_frame_normal_01.png	320x320	true	Grid slice from UI-07 using Doc 21 element order
ui_extraction_confirm_storage_button_frame_normal_01	UI-07	extraction	button	confirm_storage_button_frame	normal	res://assets/ui/extraction/sheets/ui_extraction_settlement_sheet_01.png	314,976,313,275	res://assets/ui/extraction/sliced/button/ui_extraction_confirm_storage_button_frame_normal_01.png	320x320	true	Grid slice from UI-07 using Doc 21 element order
ui_extraction_abandonment_warning_dialog_frame_warning_01	UI-07	extraction	dialog	abandonment_warning_dialog_frame	warning	res://assets/ui/extraction/sheets/ui_extraction_settlement_sheet_01.png	627,974,313,258	res://assets/ui/extraction/sliced/dialog/ui_extraction_abandonment_warning_dialog_frame_warning_01.png	320x320	true	Grid slice from UI-07 using Doc 21 element order
ui_extraction_return_to_base_button_frame_normal_01	UI-07	extraction	button	return_to_base_button_frame	normal	res://assets/ui/extraction/sheets/ui_extraction_settlement_sheet_01.png	940,995,276,257	res://assets/ui/extraction/sliced/button/ui_extraction_return_to_base_button_frame_normal_01.png	320x320	true	Grid slice from UI-07 using Doc 21 element order
