id	sheet_id	system	category	element	state	source_sheet	source_rect	sprite_path	size_px	has_alpha	notes
ui_icon_backpack_normal_01	UI-18	icons	system	backpack	normal	res://assets/ui/icons/sheets/ui_system_icons_sheet_01.png	33,27,105,114	res://assets/ui/icons/sliced/system/ui_icon_backpack_normal_01.png	160x160	true	Generated slice from UI-18 system icon sheet
ui_icon_warehouse_normal_01	UI-18	icons	system	warehouse	normal	res://assets/ui/icons/sheets/ui_system_icons_sheet_01.png	189,40,105,97	res://assets/ui/icons/sliced/system/ui_icon_warehouse_normal_01.png	160x160	true	Generated slice from UI-18 system icon sheet
ui_icon_research_normal_01	UI-18	icons	system	research	normal	res://assets/ui/icons/sheets/ui_system_icons_sheet_01.png	345,31,115,106	res://assets/ui/icons/sliced/system/ui_icon_research_normal_01.png	160x160	true	Generated slice from UI-18 system icon sheet
ui_icon_crafting_normal_01	UI-18	icons	system	crafting	normal	res://assets/ui/icons/sheets/ui_system_icons_sheet_01.png	503,34,105,103	res://assets/ui/icons/sliced/system/ui_icon_crafting_normal_01.png	160x160	true	Generated slice from UI-18 system icon sheet
ui_icon_expedition_prep_normal_01	UI-18	icons	system	expedition_prep	normal	res://assets/ui/icons/sheets/ui_system_icons_sheet_01.png	654,27,112,109	res://assets/ui/icons/sliced/system/ui_icon_expedition_prep_normal_01.png	160x160	true	Generated slice from UI-18 system icon sheet
ui_icon_equipment_vest_normal_01	UI-18	icons	system	equipment_vest	normal	res://assets/ui/icons/sheets/ui_system_icons_sheet_01.png	815,28,97,112	res://assets/ui/icons/sliced/system/ui_icon_equipment_vest_normal_01.png	160x160	true	Generated slice from UI-18 system icon sheet
ui_icon_consumable_medicine_normal_01	UI-18	icons	resource	consumable_medicine	normal	res://assets/ui/icons/sheets/ui_system_icons_sheet_01.png	967,27,77,115	res://assets/ui/icons/sliced/resource/ui_icon_consumable_medicine_normal_01.png	160x160	true	Generated slice from UI-18 system icon sheet
ui_icon_material_ore_normal_01	UI-18	icons	resource	material_ore	normal	res://assets/ui/icons/sheets/ui_system_icons_sheet_01.png	1100,38,117,94	res://assets/ui/icons/sliced/resource/ui_icon_material_ore_normal_01.png	160x160	true	Generated slice from UI-18 system icon sheet
ui_icon_blueprint_normal_01	UI-18	icons	resource	blueprint	normal	res://assets/ui/icons/sheets/ui_system_icons_sheet_01.png	29,179,122,102	res://assets/ui/icons/sliced/resource/ui_icon_blueprint_normal_01.png	160x160	true	Generated slice from UI-18 system icon sheet
ui_icon_rare_goods_crystal_normal_01	UI-18	icons	resource	rare_goods_crystal	normal	res://assets/ui/icons/sheets/ui_system_icons_sheet_01.png	196,175,94,106	res://assets/ui/icons/sliced/resource/ui_icon_rare_goods_crystal_normal_01.png	160x160	true	Generated slice from UI-18 system icon sheet
ui_icon_safe_storage_normal_01	UI-18	icons	system	safe_storage	normal	res://assets/ui/icons/sheets/ui_system_icons_sheet_01.png	348,178,105,106	res://assets/ui/icons/sliced/system/ui_icon_safe_storage_normal_01.png	160x160	true	Generated slice from UI-18 system icon sheet
ui_icon_earphone_signal_tower_normal_01	UI-18	icons	signal	earphone_signal_tower	normal	res://assets/ui/icons/sheets/ui_system_icons_sheet_01.png	518,175,77,107	res://assets/ui/icons/sliced/signal/ui_icon_earphone_signal_tower_normal_01.png	160x160	true	Generated slice from UI-18 system icon sheet
ui_icon_home_safe_zone_normal_01	UI-18	icons	system	home_safe_zone	normal	res://assets/ui/icons/sheets/ui_system_icons_sheet_01.png	653,177,99,113	res://assets/ui/icons/sliced/system/ui_icon_home_safe_zone_normal_01.png	160x160	true	Generated slice from UI-18 system icon sheet
